   1   9   0  19   1   0   1   9   1
   2   8   0  24   0   0   1  12   2
   3  10   0  20   1   0   1   6   2
   4   6   0  19   0   1   1   9   2
   5   6   0  18   0   1   1  11   3
   6   7   0  21   0   0   1   1   1
   7  17   1  21   1   1   1   4   3
   8   9   0  19   0   0   1   1   2
   9   7   0  20   0   1   2   4   2
  10   6   0  21   0   1   1  13   2
  11  12   1  22   1   1   1   3   3
  12   6   0  21   1   1   1  12   3
  13  10   0  24   0   1   2   4   2
  14   5   0  21   0   1   1  15   3
  15  13   1  21   1   0   3   6   2
  16   8   0  21   1   0   2  14   3
  17   5   0  20   0   1   1  12   3
  18  11   1  22   0   1   4   9   1
  19   8   0  23   0   0   1  11   3
  20   8   0  25   0   0   3   3   2
  21   7   0  19   0   1   1  10   2
  22   9   0  24   1   1   1   1   2
  23   5   0  20   0   0   1   5   2
  24  14   1  22   1   1   1   4   2
  25  10   0  25   0   0   1  10   2
  26  13   1  24   0   1   3   8   2
  27  12   1  23   1   1   1   8   2
  28   9   0  23   0   1   1   8   2
  29   7   0  25   0   1   3  10   3
  30   6   0  18   1   0   3   7   2
  31   7   0  19   0   0   1  14   2
  32  11   1  22   0   0   1   3   2
  33   8   0  21   1   0   1  10   2
  34  14   1  25   0   1   1   7   2
  35   9   0  19   0   0   3   4   1
  36   9   0  24   0   1   3   2   1
  37  10   0  25   0   0   1  10   2
  38  13   1  25   1   1   1   9   2
  39  20   1  25   0   0   4   6   2
  40  10   0  20   0   1   3   2   2
  41  18   1  20   0   0   2  10   2
  42   9   0  19   1   1   1   4   2
  43   6   0  18   0   0   3   1   2
  44   6   0  19   0   0   4   9   2
  45   9   0  20   1   0   1   7   2
  46   6   0  19   0   0   3   8   2
  47  14   1  23   0   1   3  12   2
  48  13   1  24   1   0   1   9   2
  49  12   1  18   1   1   3   5   2
  50   8   0  25   0   1   1   8   2
  51  13   1  22   0   0   3   3   2
  52  20   1  22   0   0   1   3   2
  53   8   0  20   0   1   1  18   3
  54   5   0  18   0   0   1   6   3
  55  20   1  18   0   1   1   3   2
  56  15   1  22   0   0   1   8   2
  57   7   0  25   0   1   2  11   3
  58  15   1  21   1   1   1  13   3
  59  12   1  20   1   0   1   2   2
  60  18   1  18   1   1   1  11   3
  61  11   1  24   0   1   1   7   3
  62   9   0  24   1   0   3   5   1
  63   9   0  23   0   1   1  13   2
  64   3   0  21   0   1   2  10   2
  65  13   1  21   1   1   1   8   2
  66  17   1  22   1   0   2   2   2
  67  13   1  20   1   1   1   4   2
  68  11   1  24   0   0   1  19   3
  69  10   0  24   0   0   3   7   3
  70   7   0  18   0   1   3   8   2
  71  10   0  24   0   0   4  12   2
  72   4   0  21   0   1   1  12   3
  73   8   0  25   0   1   1  13   3
  74  18   1  21   0   1   1   9   2
  75  18   1  25   1   0   1   5   2
  76   8   0  21   1   1   3   9   2
  77  10   0  22   1   0   1  10   3
  78  12   1  22   1   1   1  11   2
  79  15   1  22   1   0   4   5   1
  80  17   1  20   1   1   4   6   2
  81  14   1  19   1   1   1  10   3
  82   8   0  22   0   1   3   4   2
  83   6   0  25   0   1   2  10   3
  84  10   0  24   1   0   4   7   2
  85   8   0  24   0   1   1  14   3
  86  14   1  22   1   1   3   2   1
  87   8   0  23   0   1   2   9   2
  88   9   0  24   0   1   4   8   3
  89  13   1  18   1   1   1  12   1
  90   8   0  20   1   0   1   8   2
  91  10   0  20   0   0   1   6   3
  92   6   0  25   0   0   1  12   3
  93  14   1  18   1   0   3  11   2
  94   8   0  24   0   1   1  10   3
  95  11   1  21   1   1   1  13   3
  96  13   1  21   1   1   1  11   3
  97   8   0  18   0   0   1  12   2
  98  13   1  19   1   1   2   6   2
  99  10   0  18   1   1   3  13   3
 100  17   1  20   0   1   3   6   1
 101  12   1  22   1   1   3   1   1
 102   5   0  21   0   1   1  10   3
 103   9   0  18   0   1   1   7   2
