    1     1     0     1    32    11     3    18   3.5
    2     1     1     1   999    13     4    18   3.5
    3     1     1     1    30     9     4    18   3.5
    4     1     1     1    29     8     3    18   3.5
    5     1     1     0    26     7     4    18   3.5
    6     1   999     0   999    10   999    18   3.5
    7     2     0     0   999    11     5    17   4.0
    8     2     0     1    22     9     3    17   4.0
    9     2     0     0    23   999     2    17   4.0
   10     2     0     0    32     9     4    17   4.0
   11     2     0     1   999    12     5    17   4.0
   12     2     1     0    36    13     4    17   4.0
   13     3     0     0    16     0     3   999   6.0
   14     3     1     0    25     8     3   999   6.0
   15     3     0     1    31    15     3   999   6.0
   16     3     0     1    27     9     6   999   6.0
   17     3     0     1    30     9     4   999   6.0
   18     3     0     1    23   999     3   999   6.0
   19     4     0     0   999    13     3    20   4.5
   20     4     1     0    26    11     5    20   4.5
   21     4     0     1    27     8     4    20   4.5
   22     4     1     1    42    10     4    20   4.5
   23     4     0     1    24     8     5    20   4.5
   24     4     0     0    37    16     6    20   4.5
   25     5     0     0    33    12     4    23   6.5
   26     5     0     1    37    13     4    23   6.5
   27     5     0     1    29   999     4    23   6.5
   28     5     0     1    32     9     5    23   6.5
   29     5     0     0    24     6     4    23   6.5
   30     5     1     0    31     6     3    23   6.5
   31     6     1     0    21     2     3   999   999
   32     6     1     0    29     8     3   999   999
   33     6     0     1   999    12     5   999   999
   34     6     0     1    25     9     5   999   999
   35     6   999     0   999    12   999   999   999
   36     6     1     1    36   999     5   999   999
   37     7     1     1    29     4     2    12   2.0
   38     7     0     1    26   999     4    12   2.0
   39     7     1     0    26     6     2    12   2.0
   40     7     0     1    26    10     4    12   2.0
   41     7     1     1    31     9     4    12   2.0
   42     7     0     0    33     8     4    12   2.0
   43     8   999     0   999     8   999    16   3.5
   44     8     0     0    26    12     5    16   3.5
   45     8     0     1    25     5     5    16   3.5
   46     8   999     1   999     9   999    16   3.5
   47     8     0     1    29     5     3    16   3.5
   48     8     0     0    27   999     4    16   3.5
   49     9     0     0    27     7     5    23   4.0
   50     9     0     0    28     9     5    23   4.0
   51     9     0     0    26     7     4    23   4.0
   52     9     0     1    29    12     4    23   4.0
   53     9     1     1    28    10     4    23   4.0
   54     9     0     0    25   999     5    23   4.0
   55    10     1     1    33     8     4    24   6.5
   56    10     1     0    27     9     3    24   6.5
   57    10     0     1    29     6     4    24   6.5
   58    10     0     1    36    14     4    24   6.5
   59    10     0     0    24   999     4    24   6.5
   60    10     0     1    22     5     3    24   6.5
   61    11     1     0    28     8     3    15   5.0
   62    11     0     1    26     7     6    15   5.0
   63    11     0     0    30    11     4    15   5.0
   64    11     0     1    28     8     4    15   5.0
   65    11     0     1    28     8     3    15   5.0
   66    11     1     0    25     5     3    15   5.0
   67    12     0     1    36    10     5    18   6.0
   68    12     0     1    32   999     3    18   6.0
   69    12     0     0    30    11     4    18   6.0
   70    12     0     0    30    12     7    18   6.0
   71    12     1     0    34     9     3    18   6.0
   72    12   999     1   999     7   999    18   6.0
   73    13     0     1    24     5     5    19   4.5
   74    13     0     1    23     2     4    19   4.5
   75    13     0     0    25    10     4    19   4.5
   76    13     1     0    27    11     4    19   4.5
   77    13     1     1    24     6     3    19   4.5
   78    13   999     1   999     8   999    19   4.5
   79    14     1     1    24     3     2    20   5.0
   80    14     0     1    30   999     3    20   5.0
   81    14     1     0    22     7     2    20   5.0
   82    14     1     0    27     8     4    20   5.0
   83    14     0     0    38    10     4    20   5.0
   84    14     1     1    30     4     4    20   5.0
   85    15     0     1    34     9     3    15   4.5
   86    15     0     1    24    13     5    15   4.5
   87    15     1     1    21     5     3    15   4.5
   88    15     0     1    33    12     3    15   4.5
   89    15     0     1    35    10     5    15   4.5
   90    15     1     1    23   999     1    15   4.5
   91    16     0     1    28     9     5    24   4.5
   92    16   999     1   999     9   999    24   4.5
   93    16     1     0    24     4     3    24   4.5
   94    16     0     1    34    12     5    24   4.5
   95    16     0     0    34     8     5    24   4.5
   96    16     1     0   999    12     6    24   4.5
   97    17     1     0    29     4     3    15   5.5
   98    17   999     0   999    11   999    15   5.5
   99    17     0     0    26    10     5    15   5.5
  100    17     0     1    33    10     4    15   5.5
  101    17     1     1    29   999     4    15   5.5
  102    17     0     0   999    12     6    15   5.5
  103    18     0     1   999    10     1    16   4.0
  104    18     1     0    22    10     4    16   4.0
  105    18     0     1    28     9     3    16   4.0
  106    18     1     1    32    13     4    16   4.0
  107    18     0     0    27    10     2    16   4.0
  108    18   999     1   999    17   999    16   4.0
  109    19     0     0    28     8     5    22   5.0
  110    19     0     0    33    13     4    22   5.0
  111    19     0     1   999     9     4    22   5.0
  112    19     0     0    26     4     7    22   5.0
  113    19     0     1    33   999     3    22   5.0
  114    19     0     0   999    11     4    22   5.0
  115    20     0     0    23     9     3    14   3.0
  116    20     1     0    22     6     4    14   3.0
  117    20     0     0    29    12     4    14   3.0
  118    20     0     0    26    15     4    14   3.0
  119    20     1     0    29    10     3    14   3.0
  120    20     0     0    24     9     4    14   3.0
  121    21     0     1    25     7     3    19   5.0
  122    21     1     0   999    17     4    19   5.0
  123    21     1     0    17     5     2    19   5.0
  124    21     0     0    35   999     5    19   5.0
  125    21     0     0    26     9     5    19   5.0
  126    21     0     1    37    10     3    19   5.0
  127    22     0     1    39    10     5   999   7.0
  128    22     0     1    31     7     4   999   7.0
  129    22     0     1    32     6     3   999   7.0
  130    22     0     1    33     9     6   999   7.0
  131    22     0     0    32     5     3   999   7.0
  132    22     0     1    31   999     3   999   7.0
  133    23     0     1    28    11     4    24   999
  134    23     0     0    22    10     4    24   999
  135    23   999     0   999    14   999    24   999
  136    23     0     1    33    11     5    24   999
  137    23     0     1    30     9     4    24   999
  138    23     0     1   999    13     6    24   999
  139    24     0     0    28    10     3    19   8.0
  140    24     0     1    36    14     4    19   8.0
  141    24     1     0    27   999     3    19   8.0
  142    24     0     0    26    11     2    19   8.0
  143    24     0     0    24     9     1    19   8.0
  144    24     0     1   999    13     4    19   8.0
  145    25   999     1   999    10   999   999   7.0
  146    25     1     0    26     8     1   999   7.0
  147    25     0     0    34     6     4   999   7.0
  148    25     1     0    26     6     2   999   7.0
  149    25   999     1   999    10   999   999   7.0
  150    25     0     0    28   999     4   999   7.0
  151    26     0     1    29     9     4    22   5.0
  152    26     0     0   999    12     4    22   5.0
  153    26     1     0    23    10     3    22   5.0
  154    26     0     0    22     9     5    22   5.0
  155    26     0     1    31     7     3    22   5.0
  156    26     0     1    26    10     4    22   5.0
  157    27     1     1    34   999     3    21   4.5
  158    27     0     1    32    12     4    21   4.5
  159    27     0     1   999    13     6    21   4.5
  160    27     1     1    29     7     5    21   4.5
  161    27     0     0    20     4     5    21   4.5
  162    27     0     0    29    12     5    21   4.5
  163    28     1     1    25     3     5    26   6.0
  164    28     0     1    30   999     5    26   6.0
  165    28     0     1    29     8     7    26   6.0
  166    28     0     0    30     8     5    26   6.0
  167    28     1     0    26     9     3    26   6.0
  168    28     0     1   999    11     7    26   6.0
  169    29     0     1    30    12     4    19   3.5
  170    29     0     1    30    12     3    19   3.5
  171    29     1     1    32   999     3    19   3.5
  172    29   999     0    23     5   999    19   3.5
  173    29   999     0   999    14   999    19   3.5
  174    29     0     1    35    13     5    19   3.5
  175    30     1     0    26     9     4    21   4.0
  176    30     1     0    22    14     7    21   4.0
  177    30     1     0    30   999     2    21   4.0
  178    30     0     0    30    14     6    21   4.0
  179    30     0     1    29    14     5    21   4.0
  180    30     1     1    32   999     3    21   4.0
  181    31     1     0    28    10     3    21   999
  182    31     0     0   999    14     4    21   999
  183    31     1     1    22     8     5    21   999
  184    31     0     1    35    11     3    21   999
  185    31     0     0   999    15     5    21   999
  186    31     0     1    28    12     7    21   999
  187    32     1     1    23     9     3    15   4.5
  188    32     0     0    28     9     3    15   4.5
  189    32     0     0    29    12     3    15   4.5
  190    32     1     0    25     6     4    15   4.5
  191    32     1     0    29    11     3    15   4.5
  192    32     0     0    25   999     4    15   4.5
  193    33     1     1    32     8     3    19   5.0
  194    33     0     1    31    12     6    19   5.0
  195    33     0     0   999    14     4    19   5.0
  196    33     0     0    33    13     5    19   5.0
  197    33     0     1   999    10     3    19   5.0
  198    33     0     1    32    11     3    19   5.0
  199    34     1     1    27     9     4    24   5.5
  200    34     0     1    30    11     4    24   5.5
  201    34     1     0   999    11     5    24   5.5
  202    34     0     1    30   999     6    24   5.5
  203    34     0     1    31    12     4    24   5.5
  204    34     0     1   999    13     3    24   5.5
  205    35     0     0   999    15     7    33   3.0
  206    35     0     1    38    12     6    33   3.0
  207    35     0     1    32     8     5    33   3.0
  208    35     0     1    30     7     3    33   3.0
  209    35     0     1   999    15     7    33   3.0
  210    35     0     0    18     4     2    33   3.0
  211    36     0     0    22     8     5    26   6.0
  212    36     0     0    23     9     5    26   6.0
  213    36     0     1    31    11     5    26   6.0
